name	allegiance	culture	spouse	father	mother	books	show	predecessor	successor	born	died	title	url
Theomore Manderly	['http://awoiaf.westeros.org/index.php/House_Manderly']	['Northmen']	['http://awoiaf.westeros.org/index.php/Theomore_Manderly']			['http://awoiaf.westeros.org/index.php/The_World_of_Ice_%26_Fire', 'http://awoiaf.westeros.org/index.php/Fire_%26_Blood']				[]	[b'In87129AC']	[['Lord of White Harbor[1]', 'Warden of the White Knife[1]', 'Shield of the Faith[1]', 'Defender of the Dispossessed[1]', 'Lord Marshal of the Mander[1]', 'Knight of the Order of the Green Hand[1]']]	http://awoiaf.westeros.org/index.php/Theomore_Manderly
Theon Greyjoy	['http://awoiaf.westeros.org/index.php/House_Greyjoy']	['Ironmen']		['http://awoiaf.westeros.org/index.php/Balon_Greyjoy']	['http://awoiaf.westeros.org/index.php/Alannys_Harlaw']	['http://awoiaf.westeros.org/index.php/A_Game_of_Thrones', 'http://awoiaf.westeros.org/index.php/A_Clash_of_Kings', 'http://awoiaf.westeros.org/index.php/A_Storm_of_Swords', 'http://awoiaf.westeros.org/index.php/A_Feast_for_Crows', 'http://awoiaf.westeros.org/index.php/A_Dance_with_Dragons', 'http://awoiaf.westeros.org/index.php/The_Winds_of_Winter']	['http://awoiaf.westeros.org/index.php/Game_of_Thrones_-_Season_1', 'http://awoiaf.westeros.org/index.php/Game_of_Thrones_-_Season_2', 'http://awoiaf.westeros.org/index.php/Game_of_Thrones_-_Season_3', 'http://awoiaf.westeros.org/index.php/Game_of_Thrones_-_Season_4', 'http://awoiaf.westeros.org/index.php/Game_of_Thrones_-_Season_5', 'http://awoiaf.westeros.org/index.php/Game_of_Thrones_-_Season_6', 'http://awoiaf.westeros.org/index.php/Game_of_Thrones_-_Season_7', 'http://awoiaf.westeros.org/index.php/Game_of_Thrones_-_Season_8']	['http://awoiaf.westeros.org/index.php/Robb_Stark']	['http://awoiaf.westeros.org/index.php/Ramsay_Snow']	[b'In278AC or 279AC[11],Pyke[12]']	[]	[['Captain of the Sea Bitch[8]', 'Lord of Winterfell[9]', 'Prince of Winterfell[10]']]	http://awoiaf.westeros.org/index.php/Theon_Greyjoy
Theon III Greyjoy										[]	[b'AtOldtown']	[]	http://awoiaf.westeros.org/index.php/Theon_III_Greyjoy
Theon Stark										[]	[]	[]	http://awoiaf.westeros.org/index.php/Theon_Stark
Theron Pyke	['http://awoiaf.westeros.org/index.php/Citadel']	['ironborn']				['http://awoiaf.westeros.org/index.php/The_World_of_Ice_%26_Fire']				[]	[]	[['Maester']]	http://awoiaf.westeros.org/index.php/Theron_Pyke
Therry	['http://awoiaf.westeros.org/index.php/House_Manderly']	['Northmen']				['http://awoiaf.westeros.org/index.php/A_Dance_with_Dragons']				[b'In285AC or 286AC[1],White Harbor']	[]	[]	http://awoiaf.westeros.org/index.php/Therry
Thistle	['http://awoiaf.westeros.org/index.php/Mance_Rayder', 'http://awoiaf.westeros.org/index.php/Others']	['Free folk']				['http://awoiaf.westeros.org/index.php/A_Dance_with_Dragons']				[]	[b'In300AC,beyond the Wall']	[]	http://awoiaf.westeros.org/index.php/Thistle
Thomas						['http://awoiaf.westeros.org/index.php/The_Hedge_Knight_(comics)']				[]	[]	[['Ser']]	http://awoiaf.westeros.org/index.php/Thomas_the_Threadbare
Thomax	['http://awoiaf.westeros.org/index.php/Citadel']					['http://awoiaf.westeros.org/index.php/A_Feast_for_Crows']				[]	[]	[['Maester']]	http://awoiaf.westeros.org/index.php/Thomax
Thoren Smallwood	['http://awoiaf.westeros.org/index.php/House_Smallwood', 'http://awoiaf.westeros.org/index.php/Night%27s_Watch']	['Rivermen[1]']				['http://awoiaf.westeros.org/index.php/A_Clash_of_Kings', 'http://awoiaf.westeros.org/index.php/A_Storm_of_Swords']				[b'Riverlands[1]']	[b'In299AC,Fist of the First Men[2]']	[['First Ranger (self-styled)']]	http://awoiaf.westeros.org/index.php/Thoren_Smallwood
Thormor Ironmaker	['http://awoiaf.westeros.org/index.php/House_Ironmaker']	['ironborn']				['http://awoiaf.westeros.org/index.php/A_Feast_for_Crows']				[]	[]	[]	http://awoiaf.westeros.org/index.php/Thormor_Ironmaker
Thoron True	['http://awoiaf.westeros.org/index.php/House_Velaryon']	['Westerosi']				['http://awoiaf.westeros.org/index.php/Fire_and_Blood']				[]	"[b""In130AC,King's Landing[1]""]"	[['Ser']]	http://awoiaf.westeros.org/index.php/Thoron_True
Thoros of Myr	['http://awoiaf.westeros.org/index.php/R%27hllor', 'http://awoiaf.westeros.org/index.php/Brotherhood_without_banners']	['Myrish']				['http://awoiaf.westeros.org/index.php/A_Game_of_Thrones', 'http://awoiaf.westeros.org/index.php/A_Clash_of_Kings', 'http://awoiaf.westeros.org/index.php/A_Storm_of_Swords', 'http://awoiaf.westeros.org/index.php/A_Feast_for_Crows', 'http://awoiaf.westeros.org/index.php/A_Dance_with_Dragons']	['http://awoiaf.westeros.org/index.php/Game_of_Thrones_-_Season_3', 'http://awoiaf.westeros.org/index.php/Game_of_Thrones_-_Season_6', 'http://awoiaf.westeros.org/index.php/Game_of_Thrones_-_Season_7']			[]	[]	[['Ser[3]']]	http://awoiaf.westeros.org/index.php/Thoros_of_Myr
Three Toes	['http://awoiaf.westeros.org/index.php/Brave_Companions']					['http://awoiaf.westeros.org/index.php/A_Storm_of_Swords', 'http://awoiaf.westeros.org/index.php/A_Feast_for_Crows']				[]	[]	[]	http://awoiaf.westeros.org/index.php/Three_Toes
Three-Tooth	['http://awoiaf.westeros.org/index.php/House_Harlaw']	['ironborn']				['http://awoiaf.westeros.org/index.php/A_Feast_for_Crows']				[]	[]	[['Steward of Ten Towers']]	http://awoiaf.westeros.org/index.php/Three-Tooth
Thurgood	['http://awoiaf.westeros.org/index.php/Citadel']					['http://awoiaf.westeros.org/index.php/The_World_of_Ice_%26_Fire']				[]	[]	[['Archmaester']]	http://awoiaf.westeros.org/index.php/Thurgood
Thurgood Fell	['http://awoiaf.westeros.org/index.php/House_Fell']	['Stormlands']				['http://awoiaf.westeros.org/index.php/The_Hedge_Knight']				[]	[]	[['Ser']]	http://awoiaf.westeros.org/index.php/Thurgood_Fell
The Tickler	['http://awoiaf.westeros.org/index.php/House_Clegane']	['Westermen']				['http://awoiaf.westeros.org/index.php/A_Clash_of_Kings', 'http://awoiaf.westeros.org/index.php/A_Storm_of_Swords', 'http://awoiaf.westeros.org/index.php/A_Feast_for_Crows', 'http://awoiaf.westeros.org/index.php/A_Dance_with_Dragons']	['http://awoiaf.westeros.org/index.php/Game_of_Thrones_-_Season_2']			[]	[b'In300AC,the inn at the crossroads']	[]	http://awoiaf.westeros.org/index.php/Tickler
Tigaro Moraqos	['http://awoiaf.westeros.org/index.php?title=House_Moraqos&action=edit&redlink=1']	['Lysene']				['http://awoiaf.westeros.org/index.php/Fire_%26_Blood']				[]	[]	[['Magister']]	http://awoiaf.westeros.org/index.php/Tigaro_Moraqos
Tim Stone	['http://awoiaf.westeros.org/index.php/Night%27s_Watch']	['Valemen']				['http://awoiaf.westeros.org/index.php/A_Storm_of_Swords', 'http://awoiaf.westeros.org/index.php/A_Feast_for_Crows', 'http://awoiaf.westeros.org/index.php/A_Dance_with_Dragons']				[b'the Vale of Arryn']	[]	[]	http://awoiaf.westeros.org/index.php/Tim_Stone
Tim Tangletongue	['http://awoiaf.westeros.org/index.php/Night%27s_Watch']					['http://awoiaf.westeros.org/index.php/A_Storm_of_Swords', 'http://awoiaf.westeros.org/index.php/A_Feast_for_Crows', 'http://awoiaf.westeros.org/index.php/A_Dance_with_Dragons']				[]	[]	[]	http://awoiaf.westeros.org/index.php/Tim_Tangletongue
Timeon	['http://awoiaf.westeros.org/index.php/Brave_Companions']	['Dornish']				['http://awoiaf.westeros.org/index.php/A_Storm_of_Swords', 'http://awoiaf.westeros.org/index.php/A_Feast_for_Crows']				[b'Dorne']	[b'In300AC,Whispers']	[]	http://awoiaf.westeros.org/index.php/Timeon
Timett son of Timett	['http://awoiaf.westeros.org/index.php/Burned_Men']	['Vale mountain clans']		['http://awoiaf.westeros.org/index.php/Timett_(father)']		['http://awoiaf.westeros.org/index.php/A_Game_of_Thrones', 'http://awoiaf.westeros.org/index.php/A_Clash_of_Kings', 'http://awoiaf.westeros.org/index.php/A_Storm_of_Swords', 'http://awoiaf.westeros.org/index.php/A_Dance_with_Dragons']	['http://awoiaf.westeros.org/index.php/Game_of_Thrones_-_Season_1', 'http://awoiaf.westeros.org/index.php/Game_of_Thrones_-_Season_2']			[b'In278282AC[1]']	[]	[['red hand']]	http://awoiaf.westeros.org/index.php/Timett
Timett	['http://awoiaf.westeros.org/index.php/Burned_Men']	['Vale mountain clans']				['http://awoiaf.westeros.org/index.php/A_Game_of_Thrones', 'http://awoiaf.westeros.org/index.php/A_Clash_of_Kings', 'http://awoiaf.westeros.org/index.php/A_Dance_with_Dragons']				[]	[]	[]	http://awoiaf.westeros.org/index.php/Timett_(father)
Timon						['http://awoiaf.westeros.org/index.php/A_Clash_of_Kings', 'http://awoiaf.westeros.org/index.php/A_Storm_of_Swords']				[]	[]	[['Ser']]	http://awoiaf.westeros.org/index.php/Timon
Timoth	['http://awoiaf.westeros.org/index.php/House_Martell']					['http://awoiaf.westeros.org/index.php/A_Feast_for_Crows']				[]	[]	[]	http://awoiaf.westeros.org/index.php/Timoth
Timotty	['http://awoiaf.westeros.org/index.php/Citadel']					['http://awoiaf.westeros.org/index.php/The_World_of_Ice_%26_Fire']				[]	[]	[['Archmaester']]	http://awoiaf.westeros.org/index.php/Timotty
Timotty Snow	['http://awoiaf.westeros.org/index.php/House_Flint_of_Flint%27s_Finger', 'http://awoiaf.westeros.org/index.php/Blacks', 'http://awoiaf.westeros.org/index.php/Wolf_Pack']	['Northmen']				['http://awoiaf.westeros.org/index.php/Fire_%26_Blood']				[]	[]	[]	http://awoiaf.westeros.org/index.php/Timotty_Snow
Tion Frey	['http://awoiaf.westeros.org/index.php/House_Frey', 'http://awoiaf.westeros.org/index.php/House_Lannister']	['Westermen']		['http://awoiaf.westeros.org/index.php/Emmon_Frey']	['http://awoiaf.westeros.org/index.php/Genna_Lannister']	['http://awoiaf.westeros.org/index.php/A_Game_of_Thrones', 'http://awoiaf.westeros.org/index.php/A_Clash_of_Kings', 'http://awoiaf.westeros.org/index.php/A_Storm_of_Swords', 'http://awoiaf.westeros.org/index.php/A_Feast_for_Crows', 'http://awoiaf.westeros.org/index.php/A_Dance_with_Dragons']				[b'Inor several years before 284AC[1],Casterly Rock[2]']	[b'In299AC,Riverrun']	[]	http://awoiaf.westeros.org/index.php/Tion_Frey
Tion Lannister	['http://awoiaf.westeros.org/index.php/House_Lannister']	['Westermen']	['http://awoiaf.westeros.org/index.php/Ellyn_Reyne']	['http://awoiaf.westeros.org/index.php/Gerold_Lannister']	['http://awoiaf.westeros.org/index.php/Rohanne_Webber']	['http://awoiaf.westeros.org/index.php/The_World_of_Ice_%26_Fire']				[b'In211219AC[1]']	[b'In236AC[2],the Wendwater[2]']	[['Ser']]	http://awoiaf.westeros.org/index.php/Tion_Lannister
Tion Tarbeck	['http://awoiaf.westeros.org/index.php/House_Tarbeck']	['Westermen']		['http://awoiaf.westeros.org/index.php/Walderan_Tarbeck']	['http://awoiaf.westeros.org/index.php/Ellyn_Reyne']	['http://awoiaf.westeros.org/index.php/The_World_of_Ice_%26_Fire']				[b'In242AC[2],Tarbeck Hall[2]']	[b'In261AC[1],Tarbeck Hall[1]']	[]	http://awoiaf.westeros.org/index.php/Tion_Tarbeck
Titus Peake	['http://awoiaf.westeros.org/index.php/House_Peake']	['Reach']	['http://awoiaf.westeros.org/index.php/Margot_Lannister']			['http://awoiaf.westeros.org/index.php/A_Storm_of_Swords', 'http://awoiaf.westeros.org/index.php/A_Feast_for_Crows', 'http://awoiaf.westeros.org/index.php/A_Dance_with_Dragons']				[]	[]	[['Lord of Starpike']]	http://awoiaf.westeros.org/index.php/Titus_Peake
Titus Peake	['http://awoiaf.westeros.org/index.php/House_Peake', 'http://awoiaf.westeros.org/index.php/Greens']	['Reach']		['http://awoiaf.westeros.org/index.php/Unwin_Peake']		['http://awoiaf.westeros.org/index.php/Fire_%26_Blood']				[b'Inor before 114AC[2]']	[b'In130AC[1],near the Honeywine[1]']	[['Ser[1]']]	http://awoiaf.westeros.org/index.php/Titus_Peake_(son_of_Unwin)
Tobbot	['http://awoiaf.westeros.org/index.php/House_Clegane']	['Westermen']				['http://awoiaf.westeros.org/index.php/A_Clash_of_Kings']				[]	[]	[]	http://awoiaf.westeros.org/index.php/Tobbot
Tobho Mott		['Qohorik']				['http://awoiaf.westeros.org/index.php/A_Game_of_Thrones', 'http://awoiaf.westeros.org/index.php/A_Clash_of_Kings', 'http://awoiaf.westeros.org/index.php/A_Storm_of_Swords', 'http://awoiaf.westeros.org/index.php/A_Feast_for_Crows', 'http://awoiaf.westeros.org/index.php/A_Dance_with_Dragons']	['http://awoiaf.westeros.org/index.php/Game_of_Thrones_-_Season_1', 'http://awoiaf.westeros.org/index.php/Game_of_Thrones_-_Season_2']			[b'Qohor[2]']	[]	[['Master[1]']]	http://awoiaf.westeros.org/index.php/Tobho_Mott
Todder	['http://awoiaf.westeros.org/index.php/Night%27s_Watch']					['http://awoiaf.westeros.org/index.php/A_Game_of_Thrones', 'http://awoiaf.westeros.org/index.php/A_Clash_of_Kings', 'http://awoiaf.westeros.org/index.php/A_Storm_of_Swords', 'http://awoiaf.westeros.org/index.php/A_Dance_with_Dragons']	['http://awoiaf.westeros.org/index.php/Season_1', 'http://awoiaf.westeros.org/index.php/Season_3', 'http://awoiaf.westeros.org/index.php/Season_5']			[]	[]	[]	http://awoiaf.westeros.org/index.php/Todder
Todric		['ironborn']				['http://awoiaf.westeros.org/index.php/A_Clash_of_Kings']				[]	[b'In299AC,the Stony Shore']	[]	http://awoiaf.westeros.org/index.php/Todric
Toefinger	['http://awoiaf.westeros.org/index.php/Mance_Rayder']	['Free folk']				['http://awoiaf.westeros.org/index.php/A_Storm_of_Swords', 'http://awoiaf.westeros.org/index.php/A_Feast_for_Crows']				[]	[]	[]	http://awoiaf.westeros.org/index.php/Toefinger
Togarion Bar Emmon										[]	[]	[]	http://awoiaf.westeros.org/index.php/Togarion_Bar_Emmon
Togg Joth	['http://awoiaf.westeros.org/index.php/Brave_Companions']	['Ibbenese']				['http://awoiaf.westeros.org/index.php/A_Storm_of_Swords', 'http://awoiaf.westeros.org/index.php/A_Feast_for_Crows']				[]	[]	[]	http://awoiaf.westeros.org/index.php/Togg_Joth
Togosh		['Ghiscari']				['http://awoiaf.westeros.org/index.php/The_Winds_of_Winter']				[]	[]	[]	http://awoiaf.westeros.org/index.php/Togosh
Tom of Sevenstreams	['http://awoiaf.westeros.org/index.php/Brotherhood_without_banners']	['Rivermen']				['http://awoiaf.westeros.org/index.php/A_Storm_of_Swords', 'http://awoiaf.westeros.org/index.php/A_Feast_for_Crows']				[b'Inor between 240AC and 249AC[3]']	[]	[['Ser[2]']]	http://awoiaf.westeros.org/index.php/Tom_of_Sevenstreams
Tom	['http://awoiaf.westeros.org/index.php/Band_of_Nine']	['Westerosi']				['http://awoiaf.westeros.org/index.php/The_World_of_Ice_%26_Fire']				[]	[]	[]	http://awoiaf.westeros.org/index.php/Spotted_Tom
Tom the Strummer						['http://awoiaf.westeros.org/index.php/Fire_%26_Blood']				[]	[]	[['Ser', 'Court singer']]	http://awoiaf.westeros.org/index.php/Tom_the_Strummer
Tom	['http://awoiaf.westeros.org/index.php/House_Stark']	['Northmen']		['http://awoiaf.westeros.org/index.php/Tomard']		['http://awoiaf.westeros.org/index.php/A_Clash_of_Kings']				[]	[]	[]	http://awoiaf.westeros.org/index.php/TomToo
Tom Barleycorn	['http://awoiaf.westeros.org/index.php/Night%27s_Watch']					['http://awoiaf.westeros.org/index.php/A_Dance_with_Dragons']				[]	[]	[]	http://awoiaf.westeros.org/index.php/Tom_Barleycorn
Tom Codd	['http://awoiaf.westeros.org/index.php/House_Codd']	['ironborn']				['http://awoiaf.westeros.org/index.php/A_Dance_with_Dragons']				[]	[]	[['Captain of the Lamentation']]	http://awoiaf.westeros.org/index.php/Tom_Codd
Tom Costayne	['http://awoiaf.westeros.org/index.php/House_Costayne', 'http://awoiaf.westeros.org/index.php/Kingsguard']	['Reach']				['http://awoiaf.westeros.org/index.php/A_Feast_for_Crows']				[]	[]	[['Ser[1]']]	http://awoiaf.westeros.org/index.php/Tom_Costayne
Tom Flowers[1]	['http://awoiaf.westeros.org/index.php/House_Caswell', 'http://awoiaf.westeros.org/index.php/Tom_Flowers', 'http://awoiaf.westeros.org/index.php/Blacks', 'http://awoiaf.westeros.org/index.php/Tom_Flowers']	['Reach[2]']				['http://awoiaf.westeros.org/index.php/Fire_%26_Blood', 'http://awoiaf.westeros.org/index.php/The_Princess_and_the_Queen']				[b'Bitterbridge[2]']	[b'In130AC,Honeywine[2]']	[]	http://awoiaf.westeros.org/index.php/Tom_Flowers
Tom Tanglebeard	['http://awoiaf.westeros.org/index.php/Blacks', 'http://awoiaf.westeros.org/index.php/Greens']	['Crownlands']	[]			['http://awoiaf.westeros.org/index.php/Fire_and_Blood', 'http://awoiaf.westeros.org/index.php/The_Princess_and_the_Queen']				[b'Dragonstone']	"[b""In131AC[1],King's Landing""]"	[]	http://awoiaf.westeros.org/index.php/Tom_Tanglebeard
Tom Tangletongue	['http://awoiaf.westeros.org/index.php/Blacks', 'http://awoiaf.westeros.org/index.php/Greens']	['Crownlands']				['http://awoiaf.westeros.org/index.php/Fire_and_Blood', 'http://awoiaf.westeros.org/index.php/The_Princess_and_the_Queen']				[b'Dragonstone']	"[b""In131AC,King's Landing[1]""]"	[]	http://awoiaf.westeros.org/index.php/Tom_Tangletongue
Tom Tidewood	['http://awoiaf.westeros.org/index.php/House_Greyjoy']	['ironborn']				['http://awoiaf.westeros.org/index.php/A_Dance_with_Dragons']				[]	[]	[]	http://awoiaf.westeros.org/index.php/Tom_Tidewood
Tom Turnip	['http://awoiaf.westeros.org/index.php/House_Targaryen']	['Crownlands']				['http://awoiaf.westeros.org/index.php/Fire_%26_Blood']				[]	[]	[]	http://awoiaf.westeros.org/index.php/Tom_Turnip
Toman	['http://awoiaf.westeros.org/index.php/Citadel', 'http://awoiaf.westeros.org/index.php/House_Toland']	['Westerosi']				['http://awoiaf.westeros.org/index.php/The_Winds_of_Winter']				[]	[]	[['Maester at Ghost Hill']]	http://awoiaf.westeros.org/index.php/Toman
Tomard	['http://awoiaf.westeros.org/index.php/House_Stark']	['Northmen']				['http://awoiaf.westeros.org/index.php/A_Game_of_Thrones', 'http://awoiaf.westeros.org/index.php/A_Clash_of_Kings', 'http://awoiaf.westeros.org/index.php/A_Storm_of_Swords', 'http://awoiaf.westeros.org/index.php/A_Dance_with_Dragons']	['http://awoiaf.westeros.org/index.php/Season_1']			[b'In249253AC[2]']	"[b""In298AC,King's Landing""]"	[['Captain of the guard']]	http://awoiaf.westeros.org/index.php/Tomard
Tomarro		['Braavosi']				['http://awoiaf.westeros.org/index.php/The_Winds_of_Winter']				[]	[]	[]	http://awoiaf.westeros.org/index.php/Tomarro
Tommard Heddle	['http://awoiaf.westeros.org/index.php/House_Heddle', 'http://awoiaf.westeros.org/index.php/House_Butterwell', 'http://awoiaf.westeros.org/index.php/House_Blackfyre']	['Rivermen']	['http://awoiaf.westeros.org/index.php/Ambrose_Butterwell', 'http://awoiaf.westeros.org/index.php/Tommard_Heddle']			['http://awoiaf.westeros.org/index.php/The_Mystery_Knight']				[]	[b'In212AC,Whitewalls[1]']	[['Ser[1]', 'Commander of the garrison at Whitewalls[1]']]	http://awoiaf.westeros.org/index.php/Tommard_Heddle
Tommen Baratheon				['http://awoiaf.westeros.org/index.php/Robert_I_Baratheon', 'http://awoiaf.westeros.org/index.php/Jaime_Lannister']	['http://awoiaf.westeros.org/index.php/Cersei_Lannister']		['http://awoiaf.westeros.org/index.php/Game_of_Thrones_-_Season_1', 'http://awoiaf.westeros.org/index.php/Game_of_Thrones_-_Season_2', 'http://awoiaf.westeros.org/index.php/Game_of_Thrones_-_Season_4', 'http://awoiaf.westeros.org/index.php/Game_of_Thrones_-_Season_5', 'http://awoiaf.westeros.org/index.php/Game_of_Thrones_-_Season_6']	['http://awoiaf.westeros.org/index.php/Joffrey_Baratheon']		[b'In291AC (age 8)[3]']	[]	[]	http://awoiaf.westeros.org/index.php/Tommen_Baratheon
Tommen Costayne	['http://awoiaf.westeros.org/index.php/House_Costayne']	['Reach']				['http://awoiaf.westeros.org/index.php/A_Feast_for_Crows']				[]	[]	[['Lord of the Three Towers']]	http://awoiaf.westeros.org/index.php/Tommen_Costayne
Tommen Costayne	['http://awoiaf.westeros.org/index.php/House_Costayne']	['Reach']				['http://awoiaf.westeros.org/index.php/The_Hedge_Knight_(comics)']				[]	[]	[['Ser']]	http://awoiaf.westeros.org/index.php/Tommen_Costayne_(knight)
Tommen I Lannister										[]	[]	[]	http://awoiaf.westeros.org/index.php/Tommen_I_Lannister
Tommen II Lannister										[]	[]	[]	http://awoiaf.westeros.org/index.php/Tommen_II_Lannister
Tommen Tully	['http://awoiaf.westeros.org/index.php/House_Tully']	['Rivermen']				['http://awoiaf.westeros.org/index.php/The_World_of_Ice_%26_Fire']				[]	[]	[['Lord of Riverrun']]	http://awoiaf.westeros.org/index.php/Tommen_Tully
